url,title,title_word_count,title_char_count,author,published_date,word_count,num_paragraphs,num_images,num_external_links,num_tags
https://www.navalnews.com/naval-news/2026/07/ga-asi-kongsberg-jsm-integration-mq9b/,GA-ASI and Kongsberg Advance JSM Integration on MQ-9B Drones,11,60,Naval News Staff,2026-07-21,291,8,0,1,3
https://www.navalnews.com/naval-news/2026/07/portugal-italy-fremm-evo-frigates/,Portugal and Italy Partner on Three New Frigates for Portuguese Navy,11,68,Naval News Staff,2026-07-21,555,10,2,1,3
https://www.navalnews.com/naval-news/2026/07/naval-group-selects-saft-next-gen-li-ion-batteries-for-submarines/,Naval Group Selects Saft Next-Gen Li-ion Batteries for Submarines,11,65,Naval News Staff,2026-07-21,296,9,0,0,3
https://www.navalnews.com/naval-news/2026/07/bae-systems-secures-40mk4-naval-gun-order-from-brazil/,BAE Systems secures 40Mk4 naval gun order from Brazil,9,53,Naval News Staff,2026-07-21,217,8,2,1,4
https://www.navalnews.com/naval-news/2026/07/canada-babcock-victoria-class-submarine-support-contract/,Canada Awards Babcock $1.1 Billion Contract Extension for Victoria-class Submarine Support,13,90,Naval News Staff,2026-07-20,395,7,0,2,3
https://www.navalnews.com/naval-news/2026/07/navantia-lays-the-keel-of-the-f113-frigate-at-the-ferrol-shipyard-seven-months-ahead-of-schedule/,NAVANTIA lays the keel of the F113 frigate at the Ferrol shipyard seven months ahead of schedule,17,96,Naval News Staff,2026-07-20,481,8,2,2,3
https://www.navalnews.com/naval-news/2026/07/jagm-armed-saildrone-surveyor-usv-rimpac-2026/,JAGM-Armed Saildrone Surveyor USV Joins RIMPAC 2026,8,51,Aaron-Matthew Lariosa,2026-07-20,454,10,2,1,3
https://www.navalnews.com/naval-news/2026/07/indonesia-italian-aircraft-carrier-garibaldi-september-arrival/,Indonesia Set to Receive Ex-Italian Aircraft Carrier Garibaldi on Sept 20,12,73,Fauzan Malufti,2026-07-20,288,7,2,0,3
https://www.navalnews.com/naval-news/2026/07/dutch-navy-integrates-uncrewed-systems-cms/,Royal Netherlands Navy Integrates Uncrewed Systems into Fleet Combat Management System,11,86,Dr Lee Willett,2026-07-20,1230,24,2,0,3
https://www.navalnews.com/naval-news/2026/07/hanwha-philly-shipyard-tote-mda-missile-range-vessel/,Hanwha Philly Shipyard and TOTE Services Selected to Build New MDA Missile Range Instrumentation Vessels,15,104,Naval News Staff,2026-07-19,1103,16,0,1,3
https://www.navalnews.com/naval-news/2026/07/japan-vietnam-fast-landing-craft-development/,Japan and Vietnam to Jointly Develop Fast Landing Craft,9,55,Kosuke Takahashi,2026-07-17,745,12,4,2,3
https://www.navalnews.com/naval-news/2026/07/saronic-port-alpha-shipyard-texas-autonomous-naval-vessels/,Saronic Selects Texas to Build $3 Billion ‘Port Alpha’ Shipyard for Autonomous Vessels,13,86,Naval News Staff,2026-07-16,863,11,2,1,3
https://www.navalnews.com/naval-news/2026/07/admiral-cluzel-is-the-new-head-of-the-french-navy/,Admiral Cluzel is the New Head of the French Navy,10,49,Xavier Vavasseur,2026-07-16,719,14,4,0,1
https://www.navalnews.com/naval-news/2026/07/saab-receives-order-to-equip-the-german-navys-new-f128-frigates/,Saab receives order to equip the German Navy’s new F128 frigates,12,64,Naval News Staff,2026-07-16,191,5,0,0,3
https://www.navalnews.com/naval-news/2026/07/typhoon-usv-uss-essex-at-sea-resupply/,Typhoon USV Completes First-Ever At-Sea Resupply with USS Essex,11,63,Ethan Gossrow,2026-07-16,471,7,2,1,2
https://www.navalnews.com/naval-news/2026/07/exail-to-supply-a-european-navy-with-a-light-rapidly-deployable-mcm-system/,"Exail to supply a European navy with a light, rapidly deployable MCM system",13,75,Naval News Staff,2026-07-16,304,6,0,0,3
https://www.navalnews.com/naval-news/2026/07/operation-firecrest-hms-prince-of-wales-hybrid-navy/,Operation Firecrest: HMS Prince of Wales Demonstrates Royal Navy’s ‘Hybrid’ Shift,12,81,Dr Lee Willett,2026-07-15,1135,23,2,1,3
https://www.navalnews.com/naval-news/2026/07/gabler-and-flanqs-torpedo-tube-launched-usv-completes-sea-trials/,GABLER and FLANQ’s Torpedo Tube-Launched USV Completes Sea Trials,11,65,Naval News Staff,2026-07-15,387,8,0,2,2
https://www.navalnews.com/naval-news/2026/07/centcom-saronic-corsair-usv-strike-iran-submarine-bandar-abbas/,CENTCOM Deploys Saronic Corsair USV Against Iranian Submarine At Bandar Abbas,11,77,Aaron-Matthew Lariosa,2026-07-13,533,10,0,2,3
https://www.navalnews.com/naval-news/2026/07/usmc-general-atomics-bullseye-missile-china/,USMC Eyes General Atomics’ Bullseye Cruise Missile to Counter China,10,67,Aaron-Matthew Lariosa,2026-07-13,434,9,2,1,3
https://www.navalnews.com/naval-news/2026/07/lrasm-and-jassm-production-to-triple-under-new-us-air-force-contract/,LRASM and JASSM Production to Triple Under New Air Force Contract,11,65,Carter Johnston,2026-07-11,550,11,4,1,3
https://www.navalnews.com/naval-news/2026/07/anti-drone-warfare-at-sea-matching-sensors-and-effectors-to-the-threat/,Anti-Drone Warfare at Sea: Matching Sensors and Effectors to the Threat,12,71,Naval News Staff,2026-07-11,1526,19,4,1,3
https://www.navalnews.com/naval-news/2026/07/eu-signs-grant-for-mbda-led-hydis-hypersonic-interceptor-project/,EU Signs Grant for MBDA-Led HYDIS Hypersonic Interceptor Project,10,64,Xavier Vavasseur,2026-07-10,761,12,0,2,2
https://www.navalnews.com/naval-news/2026/07/german-navy-to-deploy-new-mbda-and-rheinmetall-laser-weapon-by-2029/,German Navy to Deploy New MBDA and Rheinmetall Laser Weapon by 2029,12,67,Naval News Staff,2026-07-10,482,7,0,1,4
https://www.navalnews.com/naval-news/2026/07/kuwait-procures-rheinmetalls-mass-decoy-launchers-for-the-first-time/,Kuwait procures Rheinmetall’s MASS decoy launchers for the first time,11,69,Naval News Staff,2026-07-10,321,6,0,0,3
https://www.navalnews.com/naval-news/2026/07/us-navy-rfi-south-korea-shipbuilding-destroyers/,U.S. Navy Eyes South Korean Yards for Tankers and Destroyers,11,60,Ethan Gossrow,2026-07-10,492,8,2,1,3
https://www.navalnews.com/naval-news/2026/07/j-a-solutions-introduces-automatic-deployment-system-for-usvs-and-surface-vessels/,J.A. Solutions Introduces Automatic Deployment System for USVs and Surface Vessels,12,82,Tayfun Ozberk,2026-07-09,393,7,2,1,3
https://www.navalnews.com/naval-news/2026/07/isl-european-electromagnetic-railgun-free-flight-test/,ISL Conducts First Open-Range Test Shot of European Electromagnetic Railgun,11,75,Naval News Staff,2026-07-09,534,10,0,0,3
https://www.navalnews.com/naval-news/2026/07/exail-and-knds-strengthen-a-french-industrial-ecosystem-dedicated-to-autonomous-mine-countermeasures/,Exail and KNDS strengthen a french industrial ecosystem dedicated to Autonomous Mine Countermeasures,13,100,Naval News Staff,2026-07-09,449,11,4,2,3
https://www.navalnews.com/naval-news/2026/07/rohde-schwarz-completes-hunter-pdr-for-the-integrated-communications-system/,Rohde & Schwarz completes Hunter PDR for the Integrated Communications System,10,77,Naval News Staff,2026-07-09,423,12,0,0,2
https://www.navalnews.com/naval-news/2026/07/german-budget-committee-approves-f128-frigates-conditions/,German Budget Committee Approves F128 Frigates With Strict Conditions,9,69,Naval News Staff,2026-07-08,584,10,0,2,3
https://www.navalnews.com/naval-news/2026/07/denmark-to-procure-new-maritime-patrol-aircraft/,Denmark to Procure New Maritime Patrol Aircraft,7,47,Naval News Staff,2026-07-08,323,8,0,0,3
https://www.navalnews.com/naval-news/2026/07/kongsberg-norway-standardised-vessels-lithuania-uk/,Lithuania Joins Norway’s Standardised Vessel Programme With New MoU,10,67,Naval News Staff,2026-07-08,579,11,0,1,3
https://www.navalnews.com/naval-news/2026/07/ukrainian-drone-raid-russian-ships-crimea-supply-lines/,"Ukrainian Drone Raid Hits 10 Russian Ships, Crippling Crimea Supply Lines",11,73,Ethan Gossrow,2026-07-08,574,7,2,3,3
https://www.navalnews.com/naval-news/2026/07/worlds-first-usv-airdrop-accomplished-by-kraken-and-capewell/,World’s first USV airdrop accomplished by Kraken and Capewell,10,61,Naval News Staff,2026-07-08,370,7,0,1,3
https://www.navalnews.com/naval-news/2026/07/turkiyes-tayfun-block-3-asbm-scores-direct-hit-on-moving-sea-target/,Türkiye’s TAYFUN Block-3 ASBM Scores Direct Hit on Moving Sea Target,13,68,Tayfun Ozberk,2026-07-08,435,6,0,1,3
https://www.navalnews.com/naval-news/2026/07/advent-cms-enters-service-with-a-nato-navy-for-the-first-time/,ADVENT CMS Enters Service with a NATO Navy For the First Time,12,61,Naval News Staff,2026-07-08,370,7,0,1,4
https://www.navalnews.com/naval-news/2026/07/philippines-confirms-deal-to-acquire-five-japanese-abukuma-class-destroyer-escorts/,Philippines Confirms Deal to Acquire Five Japanese Abukuma-class Destroyer Escorts,11,82,Kosuke Takahashi,2026-07-07,630,16,0,1,3
https://www.navalnews.com/naval-news/2026/07/uk-netherlands-new-amphibious-ships-deal-2026/,UK and Netherlands Sign £2.4 Billion Deal for Next-Gen Amphibious Ships,13,71,Naval News Staff,2026-07-07,761,22,2,0,3
https://www.navalnews.com/naval-news/2026/07/pal-aerospace-adapts-dash-8s-for-greenland-maritime-surveillance/,PAL Aerospace Adapts Dash 8s for Greenland Maritime Surveillance,9,64,Naval News Staff,2026-07-07,510,10,2,1,3
https://www.navalnews.com/naval-news/2026/07/u-s-navy-boosts-lionfish-uuv-production-with-new-hii-contract-option/,U.S. Navy Boosts Lionfish UUV Production with New HII Contract Option,12,69,Naval News Staff,2026-07-07,384,8,0,3,3
https://www.navalnews.com/naval-news/2026/07/finland-leads-joint-procurement-forcit-blocker-naval-mines/,Finland Signs Multi-Million Euro Framework Agreement for Forcit Blocker Naval Mines,12,83,Naval News Staff,2026-07-07,434,10,0,1,3
https://www.navalnews.com/naval-news/2026/07/nato-mq-4c-triton-procurement-uav-isr/,Four NATO Allies to Procure Up to Five MQ-4C Triton HALE UAVs,13,61,Xavier Vavasseur,2026-07-07,396,9,0,1,3
https://www.navalnews.com/naval-news/2026/07/indonesia-signs-brahmos-missile-deal-with-india/,Indonesia Signs BrahMos Missile Deal with India,7,47,Fauzan Malufti,2026-07-07,342,8,2,0,3
https://www.navalnews.com/naval-news/2026/07/canada-selects-tkms-cpsp-submarine-project/,Canada Selects TKMS as Preferred Bidder for CPSP Submarine Program,10,66,Alex Luck,2026-07-07,1124,16,2,1,4
https://www.navalnews.com/naval-news/2026/07/thales-and-exail-join-forces-creating-an-autonomous-underwater-warfare-powerhouse/,Thales and Exail Join Forces: Creating an Autonomous Underwater Warfare Powerhouse,11,82,Naval News Staff,2026-07-06,562,11,4,0,2
https://www.navalnews.com/naval-news/2026/07/lockheed-martin-to-acquire-ultra-maritime-solutions/,Lockheed Martin to Acquire Ultra Maritime Solutions,7,51,Naval News Staff,2026-07-06,274,7,0,0,2
https://www.navalnews.com/naval-news/2026/07/communication-starts-with-us-seicam-and-triton-ii-for-the-next-generation-of-submarines/,Communication starts with us – SEICAM® and TRITON® II for the Next Generation of Submarines,14,91,Naval News Staff,2026-07-06,976,19,8,1,2
https://www.navalnews.com/naval-news/2026/07/havelsans-ai-powered-digital-lookout-bluevision-proves-itself-across-maritime-platforms/,HAVELSAN’s AI-Powered Digital Lookout BLUEVISION Proves Itself Across Maritime Platforms,12,88,Naval News Staff,2026-07-06,608,12,0,2,2
https://www.navalnews.com/naval-news/2026/07/india-and-japan-to-co-develop-naval-radio-antenna-based-on-unicorn/,India and Japan to Co-develop Naval Radio Antenna Based on UNICORN,12,66,Adithya Krishna Menon,2026-07-06,520,9,4,2,5
https://www.navalnews.com/naval-news/2026/07/naval-strike-missile-appears-in-ukrainian-service-for-the-first-time/,Naval Strike Missile Appears in Ukrainian Service for the First Time,11,68,Ethan Gossrow,2026-07-05,570,9,4,1,3
https://www.navalnews.com/naval-news/2026/07/saronic-launches-first-mirage-16-meter-uncrewed-surface-vessel/,Saronic Launches First Mirage 16-Meter Uncrewed Surface Vessel,9,62,Naval News Staff,2026-07-04,536,9,2,0,2
https://www.navalnews.com/naval-news/2026/07/u-s-navy-eyes-cps-deployment-from-new-vls-containers/,"U.S. Navy Eyes CPS Deployment from New VLS, Containers",10,54,Aaron-Matthew Lariosa,2026-07-03,517,10,2,0,3
https://www.navalnews.com/naval-news/2026/07/navantia-lays-the-keel-of-the-eighth-corvette-for-saudi-arabia-at-the-san-fernando-shipyard/,Navantia lays the keel of the eighth corvette for Saudi Arabia at the San Fernando shipyard,16,91,Naval News Staff,2026-07-03,459,8,2,1,2
https://www.navalnews.com/naval-news/2026/07/first-local-construction-of-scorpene-evolved-to-begin-this-month-in-indonesia/,First Local Construction of Scorpène Evolved to Begin This Month in Indonesia,12,77,Fauzan Malufti,2026-07-02,635,14,8,0,4
https://www.navalnews.com/naval-news/2026/07/video-mbdas-new-lcm-mk2-sovereign-deep-strike-cruise-missile/,Video: MBDA’s New LCM Mk2 Sovereign Deep Strike Cruise Missile,11,62,Xavier Vavasseur,2026-07-02,195,4,0,1,3
https://www.navalnews.com/naval-news/2026/07/hii-begins-fabrication-of-flight-iii-destroyer-john-f-lehman-ddg-137/,HII Begins Fabrication of Flight III Destroyer John F. Lehman (DDG 137),12,71,Naval News Staff,2026-07-01,288,6,0,0,3
https://www.navalnews.com/naval-news/2026/07/denmark-orders-new-multi-role-environmental-and-minelaying-vessels/,Denmark Orders New Multi-Role Environmental and Minelaying Vessels,9,66,Naval News Staff,2026-07-01,356,7,2,1,3
https://www.navalnews.com/naval-news/2026/07/uk-dip-details-platform-types-to-underpin-royal-navy-hybrid-force-structure-and-atlantic-fleet-series/,UK DIP Details Platform Types to Underpin Royal Navy Hybrid Force Structure and Atlantic Fleet Series,16,101,Dr Lee Willett,2026-07-01,855,17,2,1,2
https://www.navalnews.com/naval-news/2026/07/first-composite-superstructure-for-singapores-mrcv-breaks-cover/,First composite superstructure for Singapore’s MRCV breaks cover,9,64,Xavier Vavasseur,2026-07-01,466,13,2,1,2
https://www.navalnews.com/naval-news/2026/07/euroguard-m-sasv-project-moves-from-design-to-reality-with-hull-presentation/,EUROGUARD M-SASV Project Moves From Design To Reality With Hull Presentation,12,76,Dimitris Mitsopoulos,2026-07-01,796,14,10,0,3
https://www.navalnews.com/naval-news/2026/06/pt-pal-launches-third-tarlac-class-lpd-for-philippine-navy/,PT PAL Launches Third Tarlac-class LPD for Philippine Navy,10,58,Fauzan Malufti,2026-06-30,484,14,2,0,3
https://www.navalnews.com/naval-news/2026/06/skunk-works-c2-ties-together-patriot-mric-and-madis-for-guam-defense-shield/,"Skunk Works C2 Ties Together Patriot, MRIC, and MADIS for Guam Defense Shield",13,77,Carter Johnston,2026-06-30,934,16,4,1,3
https://www.navalnews.com/naval-news/2026/06/u-s-pacific-air-forces-flex-b-2-stealth-bomber-lrasm-capability/,U.S. Pacific Air Forces Flex B-2 Stealth Bomber LRASM Capability,12,64,Aaron-Matthew Lariosa,2026-06-30,446,7,2,2,3
https://www.navalnews.com/naval-news/2026/06/anti-drone-warfare-the-missing-tier-in-maritime-defence-architecture/,Anti-Drone Warfare: The Missing Tier in Maritime Defence Architecture,10,69,Naval News Staff,2026-06-30,1616,17,6,0,4
https://www.navalnews.com/naval-news/2026/06/desan-lays-keel-for-second-mpms-vessel-for-malaysian-coast-guard/,DESAN Lays Keel for Second MPMS Vessel for Malaysian Coast Guard,11,64,Tayfun Ozberk,2026-06-30,408,9,1,1,3
https://www.navalnews.com/naval-news/2026/06/saab-receives-order-for-three-a26-submarines-for-poland/,Saab receives order for three A26 submarines for Poland,9,55,Naval News Staff,2026-06-29,236,6,0,0,3
https://www.navalnews.com/naval-news/2026/06/at-least-six-common-combat-vessels-will-be-built-for-the-royal-navy/,At least six Common Combat Vessels will be built for the Royal Navy,13,67,Naval News Staff,2026-06-29,439,9,0,0,2
https://www.navalnews.com/naval-news/2026/06/u-s-stations-marine-anti-ship-missiles-in-the-western-pacific/,U.S. Stations Marine Anti-Ship Missiles in the Western Pacific,11,62,Aaron-Matthew Lariosa,2026-06-28,451,9,0,1,3
https://www.navalnews.com/naval-news/2026/06/airbus-signs-mou-to-explore-japanese-anti-submarine-variant-of-the-eurodrone/,Airbus signs MoU to explore Japanese anti-submarine variant of the Eurodrone,12,76,Naval News Staff,2026-06-28,380,5,0,0,4
https://www.navalnews.com/naval-news/2026/06/u-s-navy-accepts-two-modernized-destroyers-ahead-of-schedule/,U.S. Navy Accepts Two Modernized Destroyers Ahead of Schedule,10,61,Carter Johnston,2026-06-26,457,8,4,1,3
https://www.navalnews.com/naval-news/2026/06/video-ukraines-massive-new-underwater-drone-sea-trident-st-1000/,Video: Ukraine’s Massive New Underwater Drone – Sea Trident ST-1000,11,67,Xavier Vavasseur,2026-06-26,192,5,0,1,2
https://www.navalnews.com/naval-news/2026/06/hanwha-unveils-striker-musv-family-at-eurosatory-2026/,Hanwha Unveils Striker MUSV Family at Eurosatory 2026,8,53,Tayfun Ozberk,2026-06-26,578,12,6,0,3
https://www.navalnews.com/naval-news/2026/06/naval-group-delivers-4th-barracuda-type-submarine/,Naval Group delivers 4th Barracuda type submarine,7,49,Xavier Vavasseur,2026-06-26,376,7,0,2,4
https://www.navalnews.com/naval-news/2026/06/north-korea-commissions-first-guided-missile-destroyer-plans-cruiser/,"North Korea Commissions First Guided-Missile Destroyer, Plans Cruiser",9,69,Dimitris Mitsopoulos,2026-06-25,915,13,16,1,3
https://www.navalnews.com/naval-news/2026/06/hgh-to-provide-spynel-surveillance-systems-for-kuwait-navys-al-dorra-opv-program/,HGH to provide SPYNEL surveillance systems for Kuwait Navy’s AL DORRA OPV Program,14,81,Naval News Staff,2026-06-25,248,6,2,2,3
https://www.navalnews.com/naval-news/2026/06/germany-is-cancelling-the-f126-frigate-project-and-procuring-eight-meko-frigates/,Germany is cancelling the F126 frigate project and procuring eight MEKO frigates,12,80,Naval News Staff,2026-06-24,1318,16,0,1,3
https://www.navalnews.com/naval-news/2026/06/hellenic-navys-third-fdi-frigate-hs-formion-begins-sea-trials/,Hellenic Navy’s Third FDI Frigate HS Formion Begins Sea Trials,11,62,Naval News Staff,2026-06-24,397,10,0,0,3
https://www.navalnews.com/naval-news/2026/06/china-now-leads-world-submarine-construction/,China Now Leads World Submarine Construction,6,44,H I Sutton,2026-06-24,743,10,0,1,3
https://www.navalnews.com/naval-news/2026/06/indian-navy-commissions-nilgiri-class-frigate-asw-vessel-and-survey-vessel/,"Indian Navy Commissions Nilgiri class Frigate, ASW Vessel and Survey Vessel",11,75,Adithya Krishna Menon,2026-06-24,539,8,4,1,10
https://www.navalnews.com/naval-news/2026/06/shield-ais-v-bat-to-support-polish-naval-operations/,Shield AI’s V-BAT to support Polish naval operations,10,52,Naval News Staff,2026-06-23,296,6,0,2,3
https://www.navalnews.com/naval-news/2026/06/mbda-and-fly-r-launch-co-development-contract-for-diamond-shaped-loitering-munition-in-u-a-e/,MBDA and Fly-R Launch Co-development Contract for Diamond-Shaped Loitering Munition in U.A.E.,17,93,Naval News Staff,2026-06-23,322,7,2,4,3
https://www.navalnews.com/naval-news/2026/06/u-s-transfers-ocean-aero-tritons-to-philippine-navy-usv-unit/,U.S. Transfers Ocean Aero Tritons to Philippine Navy USV Unit,11,61,Aaron-Matthew Lariosa,2026-06-23,412,8,2,1,3
https://www.navalnews.com/naval-news/2026/06/indonesias-first-two-scorpene-evolved-will-have-missile-launch-capability/,Indonesia’s First Two Scorpene Evolved Will Have Missile Launch Capability,11,74,Fauzan Malufti,2026-06-23,260,5,2,0,3
https://www.navalnews.com/naval-news/2026/06/u-s-navy-sets-sights-on-10-commercial-tankers-to-rapidly-expand-logistics-fleet/,U.S. Navy Sets Sights on 10 Commercial Tankers To Rapidly Expand Logistics Fleet,14,80,Carter Johnston,2026-06-23,534,9,2,1,2
https://www.navalnews.com/naval-news/2026/06/martac-and-intrepid-powerboats-announce-manufacturing-partnership-to-scale-autonomous-surface-vessel-production/,MARTAC and Intrepid Powerboats Announce Manufacturing Partnership to Scale Autonomous Surface Vessel Production,13,111,Naval News Staff,2026-06-22,391,7,0,0,3
https://www.navalnews.com/naval-news/2026/06/chile-launches-first-multipurpose-lpd/,Chile Launches First Multipurpose LPD,5,37,Dimitris Mitsopoulos,2026-06-22,753,12,10,4,3
https://www.navalnews.com/naval-news/2026/06/terma-and-mbda-join-forces-to-strengthen-europes-defense-capabilities/,Terma and MBDA Join Forces to Strengthen Europe’s Defense Capabilities,11,70,Naval News Staff,2026-06-22,466,9,0,0,2
https://www.navalnews.com/naval-news/2026/06/asfat-delivers-tcg-kochisar-to-the-turkish-navy-and-cam-roman-to-romania-in-landmark-double-ceremony/,ASFAT Delivers TCG Koçhisar to the Turkish Navy and CAm. Roman to Romania in Landmark Double Ceremony,17,101,Tayfun Ozberk,2026-06-21,764,12,4,1,4
https://www.navalnews.com/naval-news/2026/06/sk-oceanplant-delivers-second-ulsan-class-batch-iii-frigate-to-rok-navy/,SK Oceanplant Delivers Second Ulsan-class Batch-III Frigate to ROK Navy,12,71,Naval News Staff,2026-06-20,518,12,2,0,2
https://www.navalnews.com/naval-news/2026/06/naval-group-mesko-and-telesystem-sign-a-sea-firing-trials-agreement-for-demonstration/,"Naval Group, MESKO and TELESYSTEM sign a sea firing trials agreement for demonstration",13,86,Naval News Staff,2026-06-19,206,6,2,1,2
https://www.navalnews.com/naval-news/2026/06/spanish-navy-tests-hornet-block-1-interceptor-from-santa-maria-frigate/,Spanish Navy Tests Hornet Block 1 Interceptor from Santa María Frigate,11,70,Tayfun Ozberk,2026-06-19,366,6,0,1,2
https://www.navalnews.com/naval-news/2026/06/navantia-launches-the-sixth-corvette-for-saudi-arabia-in-san-fernando/,Navantia launches the sixth corvette for Saudi Arabia in San Fernando,11,69,Naval News Staff,2026-06-18,584,9,2,0,3
https://www.navalnews.com/naval-news/2026/06/stm-holds-steel-cutting-ceremony-for-second-portuguese-logistics-support-ship/,STM Holds Steel-Cutting Ceremony for Second Portuguese Logistics Support Ship,11,77,Naval News Staff,2026-06-18,721,10,4,0,3
https://www.navalnews.com/naval-news/2026/06/fassmer-and-st-engineering-sign-teaming-agreement-for-unmanned-surface-vessels/,Fassmer and ST Engineering Sign Teaming Agreement for Unmanned Surface Vessels,11,78,Tayfun Ozberk,2026-06-18,264,5,0,0,3
https://www.navalnews.com/naval-news/2026/06/fincantieri-and-republikorp-establish-strategic-partnership-for-multi-role-naval-shipbuilding-in-indonesia/,Fincantieri and REPUBLIKORP Establish Strategic Partnership for Multi-role Naval Shipbuilding in Indonesia,13,106,Naval News Staff,2026-06-18,419,6,0,0,3
https://www.navalnews.com/naval-news/2026/06/naval-groups-mpls-close-in-weapon-system-becomes-rampart/,Naval Group’s MPLS Close-In Weapon System Becomes ‘Rampart’,10,59,Xavier Vavasseur,2026-06-17,1125,17,4,2,4
https://www.navalnews.com/naval-news/2026/06/dutch-mod-and-naval-group-ink-f21-torpedo-procurement-contract/,Dutch MoD and Naval Group Ink F21 Torpedo Procurement Contract,10,62,Naval News Staff,2026-06-16,279,7,2,0,4
https://www.navalnews.com/naval-news/2026/06/hii-delivers-first-of-the-newest-remus-variant-130/,HII Delivers First of the Newest REMUS Variant: 130,9,51,Naval News Staff,2026-06-16,408,9,0,0,3
https://www.navalnews.com/naval-news/2026/06/ukraine-receives-ex-dutch-alkmaar-class-minehunter-henichesk/,Ukraine receives ex-Dutch Alkmaar-class minehunter Henichesk,8,60,Tayfun Ozberk,2026-06-16,504,10,0,2,4
https://www.navalnews.com/naval-news/2026/06/india-conducts-spate-of-tests-for-anti-ship-land-attack-bmd-and-hypersonic-ground-attack-missiles/,"India Conducts Spate of Tests for Anti-Ship, Land Attack, BMD And Hypersonic Ground Attack Missiles",16,99,Adithya Krishna Menon,2026-06-16,509,5,8,0,5
https://www.navalnews.com/naval-news/2026/06/exail-introduces-new-inertial-navigation-system-for-amphibious-operations/,Exail introduces new inertial navigation system for amphibious operations,9,73,Naval News Staff,2026-06-15,288,5,0,0,3
